Left Reading,Right Reading,Trial,Stimuli,Experiment Time Clock (Micro Sec)
0,0,No_signal,Low_BOI,600
0,0,No_signal,Low_BOI,1284
0,0,No_signal,Low_BOI,12864
0,0,No_signal,Low_BOI,43024
0,0,No_signal,Low_BOI,73184
0,0,No_signal,Low_BOI,103344
0,0,No_signal,-1,129344
0,0,No_signal,-1,155344
0,0,No_signal,-1,181344
0,0,No_signal,-1,207344
0,0,No_signal,-1,233344
0,0,No_signal,-1,259344
0,0,No_signal,-1,285344
0,0,No_signal,-1,311344
0,0,No_signal,-1,337344
0,0,No_signal,-1,363344
0,0,No_signal,-1,389344
0,0,No_signal,-1,415344
0,0,No_signal,-1,441344
0,0,No_signal,-1,467344
0,0,No_signal,-1,493344
0,0,No_signal,-1,519344
0,0,No_signal,-1,545344
0,0,No_signal,-1,571344
0,0,No_signal,-1,597344
0,0,No_signal,-1,623344
0,0,No_signal,-1,649344
0,0,No_signal,-1,675348
0,0,No_signal,-1,701344
0,0,No_signal,-1,727344
0,0,No_signal,-1,753344
0,0,No_signal,-1,779344
0,0,No_signal,-1,805344
0,0,No_signal,-1,831344
0,0,No_signal,-1,857344
0,0,No_signal,-1,883344
0,0,No_signal,-1,909344
0,0,No_signal,-1,935344
0,0,No_signal,-1,961344
0,0,No_signal,-1,987344
0,0,No_signal,-1,1013344
0,0,No_signal,-1,1040384
0,0,No_signal,-1,1067424
0,0,No_signal,-1,1094464
0,0,No_signal,-1,1121504
0,0,No_signal,-1,1148544
0,0,No_signal,-1,1175584
0,0,No_signal,-1,1202624
0,0,No_signal,-1,1229664
0,0,No_signal,-1,1256704
0,0,No_signal,-1,1283744
0,0,No_signal,-1,1310784
0,0,No_signal,-1,1337824
0,0,No_signal,-1,1364864
0,0,No_signal,-1,1391904
0,0,No_signal,-1,1418944
0,0,No_signal,-1,1445984
0,0,No_signal,-1,1473024
0,0,No_signal,-1,1500064
0,0,No_signal,-1,1527104
0,0,No_signal,-1,1554144
0,0,No_signal,-1,1581184
0,0,No_signal,-1,1608224
0,0,No_signal,-1,1635264
0,0,No_signal,-1,1662304
0,0,No_signal,-1,1689344
0,0,No_signal,-1,1716384
0,0,No_signal,-1,1743424
0,0,No_signal,-1,1770464
0,0,No_signal,-1,1797504
0,0,No_signal,-1,1824544
0,0,No_signal,-1,1851584
0,0,No_signal,-1,1878624
0,0,No_signal,-1,1905664
0,0,No_signal,-1,1932704
0,0,No_signal,-1,1959744
0,0,No_signal,-1,1986784
0,0,No_signal,-1,2013824
0,0,No_signal,-1,2040864
0,0,No_signal,-1,2067904
0,0,No_signal,-1,2094944
0,0,No_signal,-1,2121984
0,0,No_signal,-1,2149024
0,0,No_signal,-1,2176064
0,0,No_signal,-1,2203104
0,0,No_signal,-1,2230144
0,0,No_signal,-1,2257184
0,0,No_signal,-1,2284224
0,0,No_signal,-1,2311264
0,0,No_signal,-1,2338304
0,0,No_signal,-1,2365344
0,0,No_signal,-1,2392384
0,0,No_signal,-1,2419424
0,0,No_signal,-1,2446464
0,0,No_signal,-1,2473504
0,0,No_signal,-1,2500544
0,0,No_signal,-1,2527584
0,0,No_signal,-1,2554624
0,0,No_signal,-1,2581664
0,0,No_signal,-1,2608704
0,0,No_signal,-1,2635744
0,0,No_signal,-1,2662784
0,0,No_signal,-1,2689824
0,0,No_signal,-1,2716864
0,0,No_signal,-1,2743904
0,0,No_signal,-1,2770944
0,0,No_signal,-1,2797984
0,0,No_signal,-1,2825024
0,0,No_signal,-1,2852064
0,0,No_signal,-1,2879104
0,0,No_signal,-1,2906144
0,0,No_signal,-1,2933184
0,0,No_signal,-1,2960224
0,0,No_signal,-1,2987264
0,0,No_signal,-1,3014304
0,0,No_signal,-1,3041344
0,0,No_signal,-1,3068384
0,0,No_signal,-1,3095424
0,0,No_signal,-1,3122464
0,0,No_signal,-1,3149504
0,0,No_signal,-1,3176544
0,0,No_signal,-1,3203584
0,0,No_signal,-1,3230624
0,0,No_signal,-1,3257664
0,0,No_signal,-1,3284704
0,0,No_signal,-1,3311744
0,0,No_signal,-1,3338784
0,0,No_signal,-1,3365824
0,0,No_signal,-1,3392864
0,0,No_signal,-1,3419904
0,0,No_signal,-1,3446944
0,0,No_signal,-1,3473984
0,0,No_signal,-1,3501024
0,0,Stimulus,High_BOI,3533264
0,0,Stimulus,High_BOI,3565504
0,0,Stimulus,High_BOI,3597744
0,0,Stimulus,High_BOI,3629984
0,0,Stimulus,High_BOI,3662224
0,0,Stimulus,High_BOI,3694464
0,0,Stimulus,High_BOI,3726704
0,0,Stimulus,High_BOI,3758944
0,0,Stimulus,High_BOI,3791184
0,0,Stimulus,High_BOI,3823424
0,0,Stimulus,High_BOI,3855664
0,0,Stimulus,High_BOI,3887904
0,0,Stimulus,High_BOI,3920144
0,0,Stimulus,High_BOI,3952384
0,0,Stimulus,High_BOI,3984624
0,0,Stimulus,High_BOI,4016864
0,0,Stimulus,High_BOI,4049104
0,0,Stimulus,High_BOI,4081344
0,0,Stimulus,High_BOI,4113584
0,0,Stimulus,High_BOI,4145824
0,0,No_signal,-1,4172864
0,0,No_signal,-1,4199904
0,0,No_signal,-1,4226944
0,0,No_signal,-1,4253984
0,0,No_signal,-1,4281024
0,0,No_signal,-1,4308064
0,0,No_signal,-1,4335104
0,0,No_signal,-1,4362144
0,0,No_signal,-1,4389184
0,0,No_signal,-1,4416224
0,0,No_signal,-1,4443264
0,0,No_signal,-1,4470304
0,0,No_signal,-1,4497344
0,0,No_signal,-1,4524384
0,0,No_signal,-1,4551424
0,0,No_signal,-1,4578464
0,0,No_signal,-1,4605504
0,0,No_signal,-1,4632544
0,0,No_signal,-1,4659584
0,0,No_signal,-1,4686624
0,0,No_signal,-1,4713664
0,0,No_signal,-1,4740704
0,0,No_signal,-1,4767744
0,0,No_signal,-1,4794784
0,0,No_signal,-1,4821824
0,0,No_signal,-1,4848864
0,0,No_signal,-1,4875904
11,0,No_signal,-1,4903984
23,0,No_signal,-1,4932064
125,0,No_signal,-1,4961184
290,0,No_signal,-1,4990304
417,0,No_signal,-1,5019424
483,0,No_signal,-1,5048544
516,0,No_signal,-1,5077664
568,0,No_signal,-1,5106784
605,0,No_signal,-1,5135904
623,0,No_signal,-1,5165024
625,0,No_signal,-1,5194144
607,0,No_signal,-1,5223264
494,0,No_signal,-1,5252384
245,0,No_signal,-1,5281504
172,0,No_signal,-1,5310624
72,0,No_signal,-1,5338704
58,0,No_signal,-1,5366784
0,0,No_signal,-1,5393824
0,0,No_signal,-1,5420864
0,0,No_signal,-1,5447904
0,0,No_signal,-1,5474944
0,0,No_signal,-1,5501984
0,0,No_signal,-1,5529024
0,0,No_signal,-1,5556064
0,0,No_signal,-1,5583104
0,0,No_signal,-1,5610144
0,0,No_signal,-1,5637184
0,0,No_signal,-1,5664224
0,0,No_signal,-1,5691264
0,0,No_signal,-1,5718304
0,0,No_signal,-1,5745344
0,0,No_signal,-1,5772384
0,0,No_signal,-1,5799424
0,0,No_signal,-1,5826464
0,0,No_signal,-1,5853504
0,0,No_signal,-1,5880544
0,0,No_signal,-1,5907584
0,0,No_signal,-1,5934624
0,0,No_signal,-1,5961664
0,0,No_signal,-1,5988704
0,0,No_signal,-1,6015744
0,0,No_signal,-1,6042784
0,0,No_signal,-1,6069824
0,0,No_signal,-1,6096864
0,0,No_signal,-1,6123904
0,0,No_signal,-1,6150944
0,0,No_signal,-1,6177984
0,0,No_signal,-1,6205024
0,0,No_signal,-1,6232064
0,0,No_signal,-1,6259104
0,0,No_signal,-1,6286144
0,0,No_signal,-1,6313184
0,0,No_signal,-1,6340224
0,0,No_signal,-1,6367264
0,0,No_signal,-1,6394304
0,0,No_signal,-1,6421344
0,0,No_signal,-1,6448384
0,0,No_signal,-1,6475424
0,0,No_signal,-1,6502464
0,0,No_signal,-1,6529504
0,0,No_signal,-1,6556544
0,0,No_signal,-1,6583584
0,0,No_signal,-1,6610624
0,0,No_signal,-1,6637664
0,0,No_signal,-1,6664704
0,0,No_signal,-1,6691744
0,0,No_signal,-1,6718784
0,0,No_signal,-1,6745824
0,0,No_signal,-1,6772864
0,0,No_signal,-1,6799904
0,0,No_signal,-1,6826944
0,0,No_signal,-1,6853984
0,0,No_signal,-1,6881024
0,0,No_signal,-1,6908064
0,0,No_signal,-1,6935104
0,0,No_signal,-1,6962144
0,0,No_signal,-1,6989184
0,0,No_signal,-1,7016224
0,0,No_signal,-1,7043264
0,0,No_signal,-1,7070304
0,0,No_signal,-1,7097344
0,0,No_signal,-1,7124384
0,0,No_signal,-1,7151424
0,0,No_signal,-1,7178464
0,0,No_signal,-1,7205504
0,0,No_signal,-1,7232544
0,0,No_signal,-1,7259584
