Left Reading,Right Reading,Trial,Stimuli,Experiment Time Clock (Micro Sec)
0,0,No_signal,Low_BOI,596
0,0,No_signal,Low_BOI,1284
0,0,No_signal,Low_BOI,12860
0,0,No_signal,Low_BOI,43020
0,0,No_signal,Low_BOI,73180
0,0,No_signal,Low_BOI,103340
0,0,No_signal,-1,129340
0,0,No_signal,-1,155340
0,0,No_signal,-1,181340
0,0,No_signal,-1,207340
0,0,No_signal,-1,233340
0,0,No_signal,-1,259340
0,0,No_signal,-1,285340
0,0,No_signal,-1,311340
0,0,No_signal,-1,337340
0,0,No_signal,-1,363340
0,0,No_signal,-1,389340
0,0,No_signal,-1,415340
0,0,No_signal,-1,441340
0,0,No_signal,-1,467340
0,0,No_signal,-1,493340
0,0,No_signal,-1,519340
0,0,No_signal,-1,545340
0,0,No_signal,-1,571340
0,0,No_signal,-1,597340
0,0,No_signal,-1,623340
0,0,No_signal,-1,649340
0,0,No_signal,-1,675340
0,0,No_signal,-1,701340
0,0,No_signal,-1,727340
0,0,No_signal,-1,753340
0,0,No_signal,-1,779340
0,0,No_signal,-1,805340
0,0,No_signal,-1,831340
0,0,No_signal,-1,857340
0,0,No_signal,-1,883340
0,0,No_signal,-1,909340
0,0,No_signal,-1,935340
0,0,No_signal,-1,961340
0,0,No_signal,-1,987340
0,0,No_signal,-1,1013340
0,0,No_signal,-1,1040380
0,0,No_signal,-1,1067420
0,0,No_signal,-1,1094460
0,0,No_signal,-1,1121500
0,0,No_signal,-1,1148540
0,0,No_signal,-1,1175580
0,0,No_signal,-1,1202620
0,0,No_signal,-1,1229660
0,0,No_signal,-1,1256700
0,0,No_signal,-1,1283740
0,0,No_signal,-1,1310780
0,0,No_signal,-1,1337820
0,0,No_signal,-1,1364860
0,0,No_signal,-1,1391900
0,0,No_signal,-1,1418940
0,0,No_signal,-1,1445980
0,0,No_signal,-1,1473020
0,0,No_signal,-1,1500060
0,0,No_signal,-1,1527100
0,0,No_signal,-1,1554140
0,0,No_signal,-1,1581180
0,0,No_signal,-1,1608220
0,0,No_signal,-1,1635260
0,0,No_signal,-1,1662300
0,0,No_signal,-1,1689340
0,0,No_signal,-1,1716380
0,0,No_signal,-1,1743420
0,0,No_signal,-1,1770460
0,0,No_signal,-1,1797500
0,0,No_signal,-1,1824540
0,0,No_signal,-1,1851580
0,0,No_signal,-1,1878620
0,0,No_signal,-1,1905660
0,0,No_signal,-1,1932700
0,0,No_signal,-1,1959740
0,0,No_signal,-1,1986780
0,0,No_signal,-1,2013820
0,0,No_signal,-1,2040860
0,0,No_signal,-1,2067900
0,0,No_signal,-1,2094940
0,0,No_signal,-1,2121980
0,0,No_signal,-1,2149020
0,0,No_signal,-1,2176060
0,0,No_signal,-1,2203100
0,0,No_signal,-1,2230140
0,0,No_signal,-1,2257180
0,0,No_signal,-1,2284220
0,0,No_signal,-1,2311260
0,0,No_signal,-1,2338300
0,0,No_signal,-1,2365340
0,0,No_signal,-1,2392380
0,0,No_signal,-1,2419420
0,0,No_signal,-1,2446460
0,0,No_signal,-1,2473500
0,0,No_signal,-1,2500540
0,0,No_signal,-1,2527580
0,0,No_signal,-1,2554620
0,0,No_signal,-1,2581660
0,0,No_signal,-1,2608700
0,0,No_signal,-1,2635740
0,0,No_signal,-1,2662780
0,0,No_signal,-1,2689820
0,0,No_signal,-1,2716860
0,0,No_signal,-1,2743900
89,0,No_signal,-1,2771980
132,0,No_signal,-1,2801100
265,0,No_signal,-1,2830228
326,0,No_signal,-1,2859340
412,0,No_signal,-1,2888460
437,0,No_signal,-1,2917580
453,0,No_signal,-1,2946700
432,0,No_signal,-1,2975820
344,0,No_signal,-1,3004940
142,0,No_signal,-1,3034060
49,0,No_signal,-1,3062140
7,0,No_signal,-1,3089180
0,0,No_signal,-1,3116220
0,0,No_signal,-1,3143260
0,0,No_signal,-1,3170300
0,0,No_signal,-1,3197340
0,0,No_signal,-1,3224380
0,0,No_signal,-1,3251420
0,0,No_signal,-1,3278460
0,0,No_signal,-1,3305500
0,0,No_signal,-1,3332540
0,0,No_signal,-1,3359580
0,0,No_signal,-1,3386620
0,0,No_signal,-1,3413660
0,0,No_signal,-1,3440700
0,0,No_signal,-1,3467740
0,0,No_signal,-1,3494780
0,0,No_signal,-1,3521820
0,0,No_signal,High_BOI,3555100
0,0,Stimulus,High_BOI,3587340
0,0,Stimulus,High_BOI,3619580
0,0,Stimulus,High_BOI,3651820
0,0,Stimulus,High_BOI,3684060
0,0,Stimulus,High_BOI,3716300
0,0,Stimulus,High_BOI,3748540
0,0,Stimulus,High_BOI,3780780
0,0,Stimulus,High_BOI,3813020
0,0,Stimulus,High_BOI,3845260
0,0,Stimulus,High_BOI,3877500
0,0,Stimulus,High_BOI,3909740
0,0,Stimulus,High_BOI,3941980
0,0,No_signal,-1,3969020
0,0,No_signal,-1,3996060
0,0,No_signal,-1,4023100
0,0,No_signal,-1,4050140
0,0,No_signal,-1,4077180
0,0,No_signal,-1,4104220
0,0,No_signal,-1,4131260
0,0,No_signal,-1,4158300
0,0,No_signal,-1,4185340
0,0,No_signal,-1,4212380
0,0,No_signal,-1,4239420
0,0,No_signal,-1,4266460
0,0,No_signal,-1,4293500
0,0,No_signal,-1,4320540
0,0,No_signal,-1,4347580
0,0,No_signal,-1,4374620
0,0,No_signal,-1,4401660
0,0,No_signal,-1,4428700
0,0,No_signal,-1,4455740
0,0,No_signal,-1,4482780
0,0,No_signal,-1,4509820
0,0,No_signal,-1,4536860
0,0,No_signal,-1,4563900
0,0,No_signal,-1,4590940
0,0,No_signal,-1,4617980
0,0,No_signal,-1,4645020
0,0,No_signal,-1,4672060
0,0,No_signal,-1,4699100
